Ego_vx,Ego_vy,Ego_Yawrate,CycleNum
14.3398,NULL,-0.000427246,706
14.3438,NULL,-0.000427246,707
14.3477,NULL,-0.000366211,708
14.3516,NULL,-0.000305176,709
14.3516,NULL,0,710
14.3555,NULL,0,711
14.3555,NULL,-0.000244141,712
14.3633,NULL,-0.000732422,713
14.375,NULL,-0.0012207,714
14.3828,NULL,-0.0012207,715
14.3906,NULL,-0.000854492,716
14.4023,NULL,-0.000427246,717
14.4023,NULL,0,718
14.4023,NULL,-0.000366211,719
14.4063,NULL,-0.000915527,720
14.4063,NULL,-0.0012207,721
14.4063,NULL,-0.00109863,722
14.4063,NULL,-0.000854492,723
14.4102,NULL,-0.000427246,724
14.4063,NULL,-0.000244141,725
14.4063,NULL,-0.000793457,726
14.4102,NULL,-0.000976563,727
14.4102,NULL,-0.00109863,728
14.4141,NULL,-0.0010376,729
14.4141,NULL,-0.000915527,730
14.4141,NULL,-0.000915527,731
14.4102,NULL,-0.000854492,732
14.4102,NULL,-0.000854492,733
14.4141,NULL,-0.00109863,734
14.4141,NULL,-0.0012207,735
14.4141,NULL,-0.00109863,736
14.4141,NULL,-0.00146484,737
14.4141,NULL,-0.00146484,738
14.4102,NULL,-0.00109863,739
14.4102,NULL,-0.000976563,740
14.4102,NULL,-0.000732422,741
14.4063,NULL,-0.000610352,742
14.4102,NULL,-0.000610352,743
14.4102,NULL,-0.00109863,744
14.4102,NULL,-0.00140381,745
14.4141,NULL,-0.00109863,746
14.418,NULL,-0.000915527,747
14.418,NULL,-0.000732422,748
14.4219,NULL,-0.000305176,749
14.4297,NULL,6.10352e-05,750
14.4297,NULL,0,751
14.4297,NULL,6.10352e-05,752
14.4297,NULL,6.10352e-05,753
14.4297,NULL,-0.000183105,754
14.4375,NULL,-0.000244141,755
14.4492,NULL,-6.10352e-05,756
14.4609,NULL,0,757
14.4766,NULL,0,758
14.4883,NULL,0,759
14.4961,NULL,-6.10352e-05,760
14.5039,NULL,0.000183105,761
14.5117,NULL,0.000366211,762
14.5156,NULL,0.000427246,763
14.5195,NULL,0.000549316,764
14.5273,NULL,0.000305176,765
14.5313,NULL,0.000305176,766
14.5313,NULL,0.000366211,767
14.5273,NULL,0,768
14.5234,NULL,-0.000549316,769
14.5156,NULL,-0.000732422,770
14.5078,NULL,-0.0010376,771
14.5039,NULL,-0.0010376,772
14.4961,NULL,-0.000854492,773
14.4922,NULL,-0.0010376,774
14.4883,NULL,-0.0012207,775
14.4922,NULL,-0.0012207,776
14.4922,NULL,-0.00140381,777
14.4961,NULL,-0.00109863,778
14.4961,NULL,-0.00115967,779
14.4961,NULL,-0.00134277,780
14.4961,NULL,-0.00128174,781
14.4961,NULL,-0.00183105,782
14.4961,NULL,-0.00213623,783
14.4961,NULL,-0.00201416,784
14.4961,NULL,-0.00177002,785
14.4922,NULL,-0.00158691,786
14.4922,NULL,-0.00134277,787
14.4922,NULL,-0.00128174,788
14.4922,NULL,-0.00164795,789
14.4922,NULL,-0.00177002,790
14.4922,NULL,-0.00231934,791
14.4922,NULL,-0.00256348,792
14.4922,NULL,-0.00280762,793
14.4961,NULL,-0.00305176,794
14.4961,NULL,-0.00274658,795
14.4961,NULL,-0.00262451,796
14.4961,NULL,-0.00244141,797
