Ego_vx,Ego_vy,Ego_Yawrate,CycleNum
17.5273,NULL,-0.00482178,102
17.5352,NULL,-0.00463867,103
17.543,NULL,-0.00445557,104
17.5547,NULL,-0.00396729,105
17.5664,NULL,-0.00408936,106
17.582,NULL,-0.0045166,107
17.6016,NULL,-0.00445557,108
17.6406,NULL,-0.00427246,109
17.6797,NULL,-0.00366211,110
17.7188,NULL,-0.00341797,111
17.7539,NULL,-0.00372314,112
17.7852,NULL,-0.0043335,113
17.7969,NULL,-0.00457764,114
17.8086,NULL,-0.00445557,115
17.8203,NULL,-0.00408936,116
17.8359,NULL,-0.00378418,117
17.8516,NULL,-0.00408936,118
17.8633,NULL,-0.00439453,119
17.8867,NULL,-0.00445557,120
17.9023,NULL,-0.00445557,121
17.918,NULL,-0.00421143,122
17.9258,NULL,-0.00421143,123
17.9336,NULL,-0.0045166,124
17.9453,NULL,-0.00469971,125
17.9492,NULL,-0.00469971,126
17.9609,NULL,-0.00482178,127
17.9883,NULL,-0.00518799,128
18,NULL,-0.00585938,129
18.0117,NULL,-0.00689697,130
18.043,NULL,-0.00726318,131
18.0586,NULL,-0.00714111,132
18.0742,NULL,-0.00646973,133
18.1094,NULL,-0.00567627,134
18.125,NULL,-0.00561523,135
18.1406,NULL,-0.00567627,136
18.1563,NULL,-0.0055542,137
18.168,NULL,-0.00524902,138
18.1758,NULL,-0.00482178,139
18.1914,NULL,-0.0043335,140
18.2031,NULL,-0.00445557,141
18.2148,NULL,-0.00439453,142
18.2305,NULL,-0.00396729,143
18.2461,NULL,-0.00384521,144
18.2617,NULL,-0.00384521,145
18.2695,NULL,-0.00408936,146
18.2813,NULL,-0.00457764,147
18.2969,NULL,-0.00488281,148
18.3008,NULL,-0.00500488,149
18.3164,NULL,-0.00500488,150
18.3281,NULL,-0.00524902,151
18.3281,NULL,-0.00549316,152
18.3242,NULL,-0.00585938,153
18.332,NULL,-0.00610352,154
18.3281,NULL,-0.00640869,155
18.332,NULL,-0.00701904,156
18.332,NULL,-0.00732422,157
18.3359,NULL,-0.00732422,158
18.3438,NULL,-0.00701904,159
18.3594,NULL,-0.00634766,160
18.3789,NULL,-0.00598145,161
18.4063,NULL,-0.00622559,162
18.4453,NULL,-0.00640869,163
18.4805,NULL,-0.00634766,164
18.5156,NULL,-0.00598145,165
18.5664,NULL,-0.00524902,166
18.5977,NULL,-0.00457764,167
18.6094,NULL,-0.00427246,168
18.625,NULL,-0.00415039,169
18.6445,NULL,-0.00427246,170
18.6406,NULL,-0.00457764,171
18.6602,NULL,-0.00469971,172
18.6836,NULL,-0.00469971,173
18.6992,NULL,-0.00500488,174
18.7109,NULL,-0.00549316,175
18.7266,NULL,-0.0055542,176
18.7344,NULL,-0.00537109,177
18.7461,NULL,-0.00506592,178
18.7617,NULL,-0.00476074,179
18.7734,NULL,-0.00476074,180
18.7773,NULL,-0.00488281,181
18.7852,NULL,-0.00488281,182
18.7813,NULL,-0.00469971,183
18.7813,NULL,-0.00469971,184
18.7773,NULL,-0.00469971,185
18.7852,NULL,-0.00469971,186
18.7891,NULL,-0.00457764,187
18.793,NULL,-0.0043335,188
18.7969,NULL,-0.00421143,189
18.8047,NULL,-0.00463867,190
18.8086,NULL,-0.00537109,191
18.8125,NULL,-0.00579834,192
18.8281,NULL,-0.00585938,193
18.8477,NULL,-0.00524902,194
18.8711,NULL,-0.0045166,195
18.9102,NULL,-0.00384521,196
18.9727,NULL,-0.00292969,197
19.0078,NULL,-0.00152588,198
19.0391,NULL,0,199
19.0703,NULL,0.00164795,200
19.0859,NULL,0.00292969,201
19.0977,NULL,0.00402832,202
19.1328,NULL,0.00518799,203
19.168,NULL,0.00640869,204
19.1836,NULL,0.00787354,205
19.207,NULL,0.00946045,206
19.2031,NULL,0.0108643,207
19.2031,NULL,0.012146,208
19.1953,NULL,0.0134277,209
19.207,NULL,0.0146484,210
19.2227,NULL,0.015686,211
19.2344,NULL,0.0162964,212
19.2461,NULL,0.0164795,213
19.2539,NULL,0.0162354,214
19.2578,NULL,0.0159302,215
19.2773,NULL,0.0153809,216
19.293,NULL,0.0145264,217
19.3086,NULL,0.0137939,218
19.332,NULL,0.0131226,219
19.3555,NULL,0.0127563,220
19.3594,NULL,0.0127563,221
19.3711,NULL,0.0123901,222
19.3828,NULL,0.012085,223
19.3984,NULL,0.012146,224
19.4141,NULL,0.0122681,225
19.4258,NULL,0.0125732,226
19.4297,NULL,0.0128784,227
19.4414,NULL,0.0128174,228
19.4531,NULL,0.0125732,229
19.4648,NULL,0.0123291,230
19.4844,NULL,0.0117188,231
19.5078,NULL,0.0112305,232
19.5195,NULL,0.0108032,233
19.5352,NULL,0.010437,234
19.5469,NULL,0.0103149,235
19.5547,NULL,0.0100098,236
19.5664,NULL,0.00927734,237
19.5742,NULL,0.00830078,238
19.5859,NULL,0.00720215,239
19.5859,NULL,0.00616455,240
19.6016,NULL,0.0055542,241
19.6055,NULL,0.00494385,242
19.6094,NULL,0.0045166,243
19.6094,NULL,0.00427246,244
19.6094,NULL,0.00366211,245
19.5977,NULL,0.00360107,246
19.5938,NULL,0.003479,247
19.5898,NULL,0.003479,248
19.5859,NULL,0.00360107,249
19.5898,NULL,0.003479,250
19.5938,NULL,0.00335693,251
19.5977,NULL,0.00317383,252
19.6055,NULL,0.00274658,253
19.6094,NULL,0.0022583,254
19.6211,NULL,0.0020752,255
19.6289,NULL,0.00170898,256
19.6445,NULL,0.00158691,257
19.6602,NULL,0.00140381,258
19.6719,NULL,0.0012207,259
19.6836,NULL,0.0012207,260
19.6914,NULL,0.00134277,261
19.6953,NULL,0.0012207,262
19.6953,NULL,0.000854492,263
19.707,NULL,0.000488281,264
19.7109,NULL,6.10352e-05,265
19.7148,NULL,0,266
19.7227,NULL,0,267
19.7305,NULL,-0.000427246,268
19.7305,NULL,-0.000976563,269
19.7383,NULL,-0.00134277,270
19.7461,NULL,-0.00189209,271
19.7539,NULL,-0.00195313,272
19.7656,NULL,-0.00244141,273
19.7773,NULL,-0.00335693,274
19.7813,NULL,-0.00445557,275
19.7891,NULL,-0.00567627,276
19.8008,NULL,-0.00665283,277
19.8086,NULL,-0.00738525,278
19.8164,NULL,-0.00787354,279
19.8242,NULL,-0.00817871,280
19.8242,NULL,-0.00836182,281
19.8281,NULL,-0.00842285,282
19.832,NULL,-0.00848389,283
19.8398,NULL,-0.00823975,284
19.8477,NULL,-0.00805664,285
19.8555,NULL,-0.00775146,286
19.8633,NULL,-0.00726318,287
19.8672,NULL,-0.0067749,288
19.8828,NULL,-0.00628662,289
19.8984,NULL,-0.00592041,290
19.9219,NULL,-0.00567627,291
19.9453,NULL,-0.00561523,292
19.9727,NULL,-0.0057373,293
19.9961,NULL,-0.00616455,294
20.0117,NULL,-0.0067749,295
20.0273,NULL,-0.00738525,296
20.0313,NULL,-0.00769043,297
20.0352,NULL,-0.00805664,298
20.0352,NULL,-0.00860596,299
20.0352,NULL,-0.0090332,300
20.0313,NULL,-0.00878906,301
20.0313,NULL,-0.00775146,302
20.0313,NULL,-0.00671387,303
20.0313,NULL,-0.00592041,304
20.0313,NULL,-0.00567627,305
20.0352,NULL,-0.00604248,306
20.0352,NULL,-0.00592041,307
20.043,NULL,-0.00567627,308
20.0469,NULL,-0.00549316,309
20.0547,NULL,-0.00543213,310
20.0625,NULL,-0.00598145,311
20.0664,NULL,-0.0065918,312
20.0703,NULL,-0.00683594,313
20.0742,NULL,-0.00665283,314
20.0781,NULL,-0.00634766,315
20.0781,NULL,-0.00592041,316
20.082,NULL,-0.00592041,317
20.082,NULL,-0.00598145,318
20.0859,NULL,-0.00579834,319
20.0859,NULL,-0.00537109,320
20.0938,NULL,-0.00476074,321
20.0977,NULL,-0.00427246,322
20.1016,NULL,-0.00421143,323
20.1094,NULL,-0.00402832,324
20.1133,NULL,-0.00354004,325
20.125,NULL,-0.00323486,326
20.1406,NULL,-0.00268555,327
20.1602,NULL,-0.00213623,328
20.1836,NULL,-0.00183105,329
20.2031,NULL,-0.00134277,330
20.2227,NULL,-0.00109863,331
20.2344,NULL,-0.00128174,332
20.2422,NULL,-0.00128174,333
20.2422,NULL,-0.00134277,334
20.2383,NULL,-0.0012207,335
20.2305,NULL,-0.00134277,336
20.2266,NULL,-0.00189209,337
20.2266,NULL,-0.00268555,338
20.2266,NULL,-0.00292969,339
20.2266,NULL,-0.00286865,340
20.2305,NULL,-0.00250244,341
20.2266,NULL,-0.00195313,342
20.2227,NULL,-0.00177002,343
20.2227,NULL,-0.00164795,344
20.2227,NULL,-0.00128174,345
20.2188,NULL,-0.000976563,346
20.2188,NULL,-0.00109863,347
20.2227,NULL,-0.0012207,348
20.2227,NULL,-0.00146484,349
20.2266,NULL,-0.00134277,350
20.2305,NULL,-0.00109863,351
20.2344,NULL,-0.0012207,352
20.2383,NULL,-0.00134277,353
20.25,NULL,-0.00164795,354
20.2656,NULL,-0.00183105,355
20.2852,NULL,-0.00183105,356
20.3086,NULL,-0.00219727,357
20.3242,NULL,-0.00231934,358
20.3398,NULL,-0.0020752,359
20.3516,NULL,-0.00128174,360
20.3594,NULL,-0.000610352,361
20.3711,NULL,-0.000305176,362
20.3789,NULL,-0.00012207,363
20.3789,NULL,-0.00012207,364
20.375,NULL,0.000488281,365
20.375,NULL,0.000976563,366
20.3789,NULL,0.00146484,367
20.3789,NULL,0.00158691,368
20.3867,NULL,0.00134277,369
20.4023,NULL,0.00128174,370
20.4063,NULL,0.00134277,371
20.4063,NULL,0.00115967,372
20.4063,NULL,0.0012207,373
20.4023,NULL,0.00164795,374
20.3945,NULL,0.00183105,375
20.3906,NULL,0.00231934,376
20.3906,NULL,0.00262451,377
20.3867,NULL,0.00231934,378
20.3906,NULL,0.00170898,379
20.3906,NULL,0.00128174,380
20.3945,NULL,0.000732422,381
20.3984,NULL,0.000305176,382
20.3984,NULL,0.00012207,383
20.4023,NULL,0,384
20.4023,NULL,0.00012207,385
20.4023,NULL,0.000549316,386
20.4063,NULL,0.000610352,387
20.4063,NULL,0.000488281,388
20.4102,NULL,0.000305176,389
20.4102,NULL,0,390
20.4141,NULL,6.10352e-05,391
20.4258,NULL,0,392
20.4414,NULL,0,393
20.4531,NULL,6.10352e-05,394
20.4688,NULL,0.000366211,395
20.4922,NULL,0.000915527,396
20.5078,NULL,0.00170898,397
20.5195,NULL,0.00238037,398
20.5352,NULL,0.00262451,399
20.5508,NULL,0.00286865,400
20.5664,NULL,0.00256348,401
20.5781,NULL,0.00244141,402
20.5938,NULL,0.0020752,403
20.6055,NULL,0.00134277,404
20.6133,NULL,0.000854492,405
20.625,NULL,0.000183105,406
20.6367,NULL,-0.00012207,407
20.6484,NULL,0.000244141,408
20.6602,NULL,0.000610352,409
20.668,NULL,0.000732422,410
20.6797,NULL,0.000610352,411
20.6914,NULL,-0.00012207,412
20.6953,NULL,-0.00109863,413
20.6953,NULL,-0.00164795,414
20.6914,NULL,-0.0020752,415
20.6836,NULL,-0.00274658,416
20.6758,NULL,-0.00323486,417
20.6758,NULL,-0.00354004,418
20.6719,NULL,-0.003479,419
20.6758,NULL,-0.00299072,420
20.6836,NULL,-0.00268555,421
20.6914,NULL,-0.00274658,422
20.707,NULL,-0.00292969,423
20.7266,NULL,-0.00317383,424
20.75,NULL,-0.00317383,425
20.7695,NULL,-0.0032959,426
20.7969,NULL,-0.00341797,427
20.8164,NULL,-0.0032959,428
20.8359,NULL,-0.00268555,429
20.8516,NULL,-0.0022583,430
20.8672,NULL,-0.00195313,431
20.8789,NULL,-0.00177002,432
20.8906,NULL,-0.00183105,433
20.9102,NULL,-0.00134277,434
20.9297,NULL,-0.000976563,435
20.9492,NULL,-0.00128174,436
20.957,NULL,-0.00195313,437
20.9648,NULL,-0.00286865,438
20.9648,NULL,-0.00335693,439
20.9766,NULL,-0.0032959,440
20.9883,NULL,-0.00317383,441
21.0117,NULL,-0.00299072,442
21.0352,NULL,-0.00305176,443
21.0586,NULL,-0.0032959,444
21.0742,NULL,-0.00341797,445
21.0898,NULL,-0.00378418,446
21.1016,NULL,-0.00439453,447
21.1094,NULL,-0.00494385,448
21.1445,NULL,-0.00524902,449
21.1797,NULL,-0.00543213,450
21.2148,NULL,-0.00518799,451
21.2539,NULL,-0.00476074,452
21.2891,NULL,-0.00427246,453
21.3047,NULL,-0.00384521,454
21.3164,NULL,-0.00372314,455
21.3164,NULL,-0.00384521,456
21.3203,NULL,-0.00421143,457
21.3242,NULL,-0.0045166,458
21.3203,NULL,-0.0045166,459
21.3164,NULL,-0.00439453,460
21.3164,NULL,-0.0045166,461
21.3164,NULL,-0.00463867,462
21.3125,NULL,-0.00445557,463
21.3008,NULL,-0.00445557,464
21.2891,NULL,-0.00445557,465
21.2773,NULL,-0.00445557,466
21.2656,NULL,-0.00476074,467
21.2617,NULL,-0.00518799,468
21.2578,NULL,-0.00567627,469
21.2656,NULL,-0.00634766,470
21.2773,NULL,-0.00689697,471
21.2969,NULL,-0.00708008,472
21.3203,NULL,-0.00683594,473
21.3477,NULL,-0.00653076,474
21.3711,NULL,-0.00610352,475
21.3906,NULL,-0.00598145,476
21.4063,NULL,-0.00567627,477
21.4219,NULL,-0.00512695,478
21.4375,NULL,-0.00488281,479
21.4531,NULL,-0.00457764,480
21.5078,NULL,-0.00445557,481
21.5352,NULL,-0.00439453,482
21.5859,NULL,-0.00445557,483
21.6367,NULL,-0.00463867,484
21.6875,NULL,-0.00500488,485
21.6875,NULL,-0.00543213,486
21.7266,NULL,-0.0055542,487
21.7305,NULL,-0.00549316,488
21.7305,NULL,-0.00500488,489
21.7266,NULL,-0.00445557,490
21.7383,NULL,-0.00378418,491
21.7383,NULL,-0.00311279,492
21.7461,NULL,-0.00305176,493
21.7617,NULL,-0.00354004,494
21.7773,NULL,-0.00427246,495
21.793,NULL,-0.00476074,496
21.8086,NULL,-0.00506592,497
21.8242,NULL,-0.00512695,498
21.8359,NULL,-0.00531006,499
21.8516,NULL,-0.00543213,500
21.8672,NULL,-0.00543213,501
21.8828,NULL,-0.00549316,502
21.9023,NULL,-0.00537109,503
21.9219,NULL,-0.00537109,504
21.9414,NULL,-0.0057373,505
21.957,NULL,-0.00567627,506
21.9727,NULL,-0.00561523,507
21.9883,NULL,-0.0055542,508
22,NULL,-0.00537109,509
22.0156,NULL,-0.00512695,510
22.0352,NULL,-0.00500488,511
22.0508,NULL,-0.00469971,512
22.0664,NULL,-0.00427246,513
22.0859,NULL,-0.00402832,514
22.1016,NULL,-0.00354004,515
22.1484,NULL,-0.00299072,516
22.1641,NULL,-0.00244141,517
22.2109,NULL,-0.00183105,518
22.2578,NULL,-0.00128174,519
22.3008,NULL,-0.000671387,520
22.3125,NULL,-0.00012207,521
22.3516,NULL,0.00012207,522
22.3672,NULL,0.000183105,523
22.3789,NULL,0.000854492,524
22.3945,NULL,0.00146484,525
22.4023,NULL,0.0022583,526
22.418,NULL,0.00311279,527
22.4219,NULL,0.00341797,528
22.4258,NULL,0.00396729,529
22.4219,NULL,0.00439453,530
22.4336,NULL,0.00463867,531
22.4375,NULL,0.00463867,532
22.4414,NULL,0.00445557,533
22.457,NULL,0.00402832,534
22.4766,NULL,0.00384521,535
22.4922,NULL,0.00360107,536
22.5039,NULL,0.00317383,537
22.5313,NULL,0.00305176,538
22.543,NULL,0.00244141,539
22.5586,NULL,0.00183105,540
22.5703,NULL,0.00164795,541
22.582,NULL,0.00177002,542
22.5938,NULL,0.00238037,543
22.6016,NULL,0.00317383,544
22.6094,NULL,0.003479,545
22.6211,NULL,0.00335693,546
22.6406,NULL,0.00335693,547
22.6602,NULL,0.00323486,548
22.6836,NULL,0.003479,549
22.707,NULL,0.00360107,550
22.7305,NULL,0.00341797,551
22.7461,NULL,0.00311279,552
22.7656,NULL,0.00274658,553
22.8047,NULL,0.00256348,554
22.8203,NULL,0.00256348,555
22.8359,NULL,0.00292969,556
22.8828,NULL,0.0032959,557
22.9023,NULL,0.00372314,558
22.8906,NULL,0.00415039,559
22.9414,NULL,0.00445557,560
22.9609,NULL,0.00482178,561
22.9492,NULL,0.00524902,562
22.9922,NULL,0.00549316,563
23.0391,NULL,0.00561523,564
23.0586,NULL,0.00567627,565
23.1055,NULL,0.00549316,566
23.1523,NULL,0.00524902,567
23.1797,NULL,0.00506592,568
23.1953,NULL,0.00463867,569
23.2031,NULL,0.00402832,570
23.207,NULL,0.00323486,571
23.207,NULL,0.00231934,572
23.207,NULL,0.00177002,573
23.2031,NULL,0.0012207,574
23.207,NULL,0.000915527,575
23.2109,NULL,0.000366211,576
23.2188,NULL,-0.000305176,577
23.2305,NULL,-0.000671387,578
23.2422,NULL,-0.00115967,579
23.2539,NULL,-0.00158691,580
23.2695,NULL,-0.00152588,581
23.2813,NULL,-0.0010376,582
23.2969,NULL,-0.000427246,583
23.3164,NULL,0.000183105,584
23.332,NULL,0.000366211,585
23.3398,NULL,0,586
23.3477,NULL,0,587
23.3672,NULL,0,588
23.3867,NULL,-0.000366211,589
23.4063,NULL,-0.000854492,590
23.4297,NULL,-0.00134277,591
23.4922,NULL,-0.00146484,592
23.5352,NULL,-0.0010376,593
23.5742,NULL,-0.000610352,594
23.6133,NULL,-0.000305176,595
23.6563,NULL,-0.00012207,596
23.6719,NULL,-0.00012207,597
23.6758,NULL,0,598
23.6875,NULL,0.000427246,599
23.6992,NULL,0.0010376,600
23.7188,NULL,0.00140381,601
23.7305,NULL,0.00170898,602
23.7422,NULL,0.00170898,603
23.75,NULL,0.00164795,604
23.7539,NULL,0.00189209,605
23.75,NULL,0.00152588,606
23.7461,NULL,0.000915527,607
23.7539,NULL,0.000488281,608
23.7695,NULL,-0.00012207,609
23.7734,NULL,0,610
23.7852,NULL,0,611
23.8047,NULL,-0.000244141,612
23.8125,NULL,-0.000427246,613
23.8125,NULL,-0.0010376,614
23.8398,NULL,-0.00158691,615
23.8594,NULL,-0.00189209,616
23.875,NULL,-0.00213623,617
23.9063,NULL,-0.00231934,618
23.9336,NULL,-0.0020752,619
23.9414,NULL,-0.00213623,620
23.9492,NULL,-0.00195313,621
23.9609,NULL,-0.0012207,622
24.0039,NULL,-0.000610352,623
24.0469,NULL,-0.000183105,624
24.0859,NULL,6.10352e-05,625
24.1328,NULL,-0.000183105,626
24.1836,NULL,-6.10352e-05,627
24.1953,NULL,0.00012207,628
24.2148,NULL,0.000183105,629
24.2422,NULL,0.000610352,630
24.25,NULL,0.000671387,631
24.2695,NULL,0.000610352,632
24.2773,NULL,0.000610352,633
24.2813,NULL,0.000488281,634
24.2773,NULL,0.000366211,635
24.2852,NULL,0.000366211,636
24.2773,NULL,0.000305176,637
24.2852,NULL,0.000366211,638
24.2969,NULL,0.000427246,639
24.3125,NULL,0.000183105,640
24.3281,NULL,-0.000305176,641
24.3438,NULL,-0.000915527,642
24.3594,NULL,-0.00201416,643
24.3711,NULL,-0.00286865,644
24.3867,NULL,-0.0032959,645
24.3984,NULL,-0.00354004,646
24.418,NULL,-0.00311279,647
24.4375,NULL,-0.00250244,648
24.457,NULL,-0.00231934,649
24.4727,NULL,-0.00213623,650
24.4961,NULL,-0.00170898,651
24.5156,NULL,-0.0012207,652
24.5273,NULL,-0.000488281,653
24.5469,NULL,-0.00012207,654
24.5625,NULL,-0.00012207,655
24.582,NULL,-0.000183105,656
24.625,NULL,-0.000427246,657
24.6758,NULL,-0.00109863,658
24.7266,NULL,-0.00164795,659
24.7773,NULL,-0.0022583,660
24.8203,NULL,-0.00262451,661
24.8398,NULL,-0.00231934,662
24.8516,NULL,-0.00170898,663
24.8633,NULL,-0.00134277,664
24.8711,NULL,-0.0012207,665
24.8906,NULL,-0.00152588,666
24.9063,NULL,-0.00177002,667
24.9258,NULL,-0.00177002,668
24.9297,NULL,-0.00189209,669
24.9375,NULL,-0.00201416,670
24.9414,NULL,-0.00213623,671
24.9414,NULL,-0.00213623,672
24.9336,NULL,-0.00164795,673
24.9414,NULL,-0.00109863,674
24.9453,NULL,-0.0010376,675
24.957,NULL,-0.0010376,676
24.9609,NULL,-0.00109863,677
24.9648,NULL,-0.00128174,678
24.9727,NULL,-0.00115967,679
24.9805,NULL,-0.00115967,680
24.9844,NULL,-0.00146484,681
24.9961,NULL,-0.00177002,682
25.0117,NULL,-0.00231934,683
25.0234,NULL,-0.00311279,684
25.0391,NULL,-0.0032959,685
25.0547,NULL,-0.00311279,686
25.0703,NULL,-0.00311279,687
25.0781,NULL,-0.00256348,688
25.082,NULL,-0.00244141,689
25.0977,NULL,-0.00250244,690
25.0977,NULL,-0.0022583,691
25.0938,NULL,-0.00213623,692
25.0898,NULL,-0.00189209,693
25.082,NULL,-0.00152588,694
25.0586,NULL,-0.00140381,695
25.043,NULL,-0.00134277,696
25.0352,NULL,-0.00152588,697
25.0352,NULL,-0.00213623,698
25.0352,NULL,-0.00250244,699
25.0352,NULL,-0.00274658,700
25.0391,NULL,-0.00262451,701
25.0547,NULL,-0.0022583,702
25.0586,NULL,-0.00219727,703
25.0664,NULL,-0.00250244,704
25.0703,NULL,-0.00274658,705
25.0781,NULL,-0.00292969,706
25.0781,NULL,-0.00311279,707
25.0742,NULL,-0.00292969,708
25.0742,NULL,-0.00274658,709
25.0742,NULL,-0.00286865,710
25.0742,NULL,-0.00274658,711
25.0781,NULL,-0.00244141,712
25.0781,NULL,-0.00201416,713
25.082,NULL,-0.00164795,714
25.0859,NULL,-0.00158691,715
25.1016,NULL,-0.00170898,716
25.1094,NULL,-0.00170898,717
25.1289,NULL,-0.00170898,718
25.1523,NULL,-0.00158691,719
25.1758,NULL,-0.00164795,720
25.1992,NULL,-0.0020752,721
25.2266,NULL,-0.0022583,722
25.2461,NULL,-0.0022583,723
25.2656,NULL,-0.0020752,724
25.2773,NULL,-0.00170898,725
25.2891,NULL,-0.00134277,726
25.3008,NULL,-0.0012207,727
25.3125,NULL,-0.0010376,728
25.3203,NULL,-0.000976563,729
25.332,NULL,-0.000976563,730
25.3398,NULL,-0.000793457,731
25.3555,NULL,-0.000793457,732
25.3594,NULL,-0.000915527,733
25.3633,NULL,-0.0010376,734
25.3672,NULL,-0.00134277,735
25.3633,NULL,-0.00146484,736
25.3477,NULL,-0.0010376,737
25.3398,NULL,-0.000732422,738
25.3281,NULL,-0.000610352,739
25.3164,NULL,-0.000610352,740
25.3086,NULL,-0.000915527,741
25.3086,NULL,-0.000915527,742
25.3047,NULL,-0.000488281,743
25.3047,NULL,0,744
25.3047,NULL,0.000427246,745
25.3086,NULL,0.000732422,746
25.3086,NULL,0.000610352,747
25.3125,NULL,0.000976563,748
25.3125,NULL,0.00146484,749
25.3164,NULL,0.00183105,750
25.3125,NULL,0.00213623,751
25.3242,NULL,0.00177002,752
25.3281,NULL,0.00109863,753
25.3438,NULL,0.000732422,754
25.3594,NULL,0.000366211,755
25.3828,NULL,0.000305176,756
25.4023,NULL,0.000488281,757
25.4258,NULL,0.000732422,758
25.4414,NULL,0.000976563,759
25.457,NULL,0.0012207,760
25.4688,NULL,0.00177002,761
25.4805,NULL,0.00201416,762
25.4922,NULL,0.00268555,763
25.5039,NULL,0.00323486,764
25.5117,NULL,0.00305176,765
25.5195,NULL,0.00323486,766
25.5234,NULL,0.00317383,767
25.5313,NULL,0.0032959,768
25.5352,NULL,0.003479,769
25.543,NULL,0.00396729,770
25.5508,NULL,0.00445557,771
25.5469,NULL,0.00469971,772
25.543,NULL,0.00524902,773
25.5391,NULL,0.00537109,774
25.5313,NULL,0.00549316,775
25.5195,NULL,0.00512695,776
25.5117,NULL,0.00500488,777
25.5039,NULL,0.00518799,778
25.4922,NULL,0.00531006,779
25.4805,NULL,0.00567627,780
25.4727,NULL,0.00561523,781
25.4648,NULL,0.0055542,782
25.4609,NULL,0.00579834,783
25.457,NULL,0.00598145,784
25.4531,NULL,0.00585938,785
25.4531,NULL,0.00561523,786
25.4492,NULL,0.00500488,787
25.4453,NULL,0.00408936,788
25.4414,NULL,0.00390625,789
25.4375,NULL,0.00390625,790
25.4336,NULL,0.00390625,791
25.4375,NULL,0.00445557,792
25.4492,NULL,0.00488281,793
25.4648,NULL,0.00524902,794
25.4844,NULL,0.00585938,795
